X,Date,Time,Player1,Player2,Sets_P1,Sets_P2,P1_G1,P2_G1,P1_G2,P2_G2,P1_G3,P2_G3,P1_G4,P2_G4,P1_G5,P2_G5,HomeWinner,P1_WinRate,P2_WinRate,P1_Elo,P2_Elo,Elo_Diff,P1_Streak,P2_Streak,Series_Type
18007,8/29/2022,15:50:00,Bindas O.,Hlaholev M.,3,0,11,8,13,11,11,7,,,,,1,0.8068,0.4317,1705.4,1035.7,669.7,27,0,Sweep
18008,8/29/2022,15:50:00,Burenok D.,Tkachenko K.,0,3,7,11,8,11,7,11,,,,,0,0.4156,0.3729,988.0,941.2,46.799999999999955,1,1,Sweep
18009,8/29/2022,15:50:00,Hovorunets O.,Sokolov S.,0,3,9,11,10,12,10,12,,,,,0,0.6154,0.8297,1309.9,1733.1,-423.1999999999998,0,15,Sweep
18010,8/29/2022,15:55:00,Mischenko S.,Sprongl J.,3,1,11,5,11,8,11,13,12.0,10.0,,,1,0.5333,0.3571,1201.6,977.0,224.5999999999999,1,0,Secure
18011,8/29/2022,15:55:00,Yaremenko R.,Danyliuk N.,1,3,11,6,6,11,5,11,9.0,11.0,,,0,0.6387,0.7709,1368.1,1667.8,-299.70000000000005,0,16,Secure
18012,8/29/2022,15:55:00,Konkulovskyi R.,Rak S.,0,3,7,11,7,11,10,12,,,,,0,0.5742,0.8131,1155.4,1727.8,-572.3999999999999,0,21,Sweep
18013,8/29/2022,16:00:00,Lushchyk A.,Lyevshyn V.,0,3,9,11,9,11,4,11,,,,,0,0.8105,0.8645,1520.1,1865.0,-344.9000000000001,3,51,Sweep
18014,8/29/2022,16:00:00,Mukhin V.,Horchakov V.,1,3,10,12,11,5,8,11,9.0,11.0,,,0,0.4167,0.525,986.7,994.4,-7.699999999999932,0,0,Secure
18015,8/29/2022,16:00:00,Torba R.,Hryshchenko O.,3,0,11,7,11,6,14,12,,,,,1,0.8272,0.625,1672.5,1315.3,357.20000000000005,6,1,Sweep
18017,8/29/2022,16:05:00,Chelpanov S.,Sheremeta V.,3,0,11,8,11,7,14,12,,,,,1,0.6686,0.4234,1455.0,885.0,570.0,11,0,Sweep
18016,8/29/2022,16:05:00,Provaznik L.,Skrypnyk O.,1,3,11,7,11,13,9,11,4.0,11.0,,,0,0.4483,0.4979,1002.7,1168.2,-165.5,1,7,Secure
18018,8/29/2022,16:25:00,Zhurba A.,Rak S.,2,3,7,11,11,6,11,8,11.0,13.0,9.0,11.0,0,0.8927,0.8136,1705.0,1728.7,-23.700000000000045,5,22,Recovery
18019,8/29/2022,16:25:00,Fiser P.,Tsolik P.,1,3,8,11,11,6,7,11,8.0,11.0,,,0,0.55,0.3796,1010.0,958.0,52.0,0,0,Secure
18020,8/29/2022,16:35:00,Danyliuk N.,Skrypnyk O.,3,0,11,9,13,11,12,10,,,,,1,0.7714,0.5,1671.4,1174.9,496.5,17,8,Sweep
18021,8/29/2022,16:35:00,Yaremenko R.,Lyevshyn V.,1,3,8,11,8,11,11,7,11.0,13.0,,,0,0.636,0.8648,1364.5,1867.9,-503.4000000000001,0,52,Secure
18022,8/29/2022,16:50:00,Chelpanov S.,Prus S.,3,0,11,6,11,7,11,7,,,,,1,0.6695,0.375,1455.9,940.2,515.7,12,0,Sweep
18023,8/29/2022,17:00:00,Verbianyi V.,Stracar P.,3,0,11,7,11,6,11,7,,,,,1,0.7852,0.3448,1564.1,933.4,630.6999999999999,1,1,Sweep
18024,8/29/2022,17:00:00,Mrykh M.,Danyliuk N.,0,3,10,12,9,11,8,11,,,,,0,0.4941,0.7719,1035.0,1672.8,-637.8,1,18,Sweep
18025,8/29/2022,17:00:00,Zhurba A.,Polak S.,3,0,11,7,11,9,16,14,,,,,1,0.8897,0.5833,1693.9,1027.2,666.7,0,0,Sweep
18026,8/29/2022,17:05:00,Maliuk S.,Lushchyk A.,0,3,7,11,7,11,8,11,,,,,0,0.4419,0.8078,968.2,1517.2,-549.0,0,0,Sweep
18027,8/29/2022,17:05:00,Dubrovin V.,Zlamala M.,3,0,11,8,11,6,11,9,,,,,1,0.5725,0.1176,1175.5,886.6,288.9,3,0,Sweep
18028,8/29/2022,17:10:00,Tsolik P.,Krajc R.,0,3,6,11,10,12,7,11,,,,,0,0.3853,0.5185,971.8,1015.1,-43.30000000000007,1,0,Sweep
18030,8/29/2022,17:15:00,Sheremeta V.,Mishchenko O.,1,3,7,11,11,8,6,11,7.0,11.0,,,0,0.4203,0.5435,884.1,1261.2,-377.1,0,0,Secure
18029,8/29/2022,17:15:00,Babenko P.,Sokolov S.,0,3,9,11,2,11,9,11,,,,,0,0.633,0.8301,1321.2,1735.0,-413.79999999999995,2,16,Sweep
18031,8/29/2022,17:20:00,Bindas O.,Chaikovskyi B.,3,0,11,4,11,7,12,10,,,,,1,0.8073,0.3333,1705.8,854.1,851.6999999999999,28,1,Sweep
18032,8/29/2022,17:20:00,Horchakov V.,A. U.,3,1,4,11,12,10,12,10,11.0,2.0,,,1,0.5309,0.0,1006.2,979.6,26.600000000000023,1,0,Secure
18033,8/29/2022,17:20:00,Provaznik L.,Sedin V.,1,3,13,11,9,11,11,13,11.0,13.0,,,0,0.4444,0.4654,996.0,1080.8,-84.79999999999995,0,0,Secure
18034,8/29/2022,17:20:00,Danyliuk N.,Plyska O.,3,0,11,6,11,8,11,8,,,,,1,0.7723,0.32,1673.3,875.9,797.4,19,0,Sweep
18035,8/29/2022,17:25:00,Loboda M.,Mokryak I.,3,1,11,9,8,11,11,7,11.0,9.0,,,1,0.5833,0.3469,1210.5,904.8,305.70000000000005,0,1,Secure
18036,8/29/2022,17:25:00,Potapov M.,Hovorunets O.,0,3,11,13,7,11,8,11,,,,,0,0.5646,0.6136,1208.9,1308.0,-99.09999999999991,2,0,Sweep
18037,8/29/2022,17:30:00,Hryshchenko O.,Chernyshov D.,3,0,12,10,11,8,14,12,,,,,1,0.6232,0.4815,1312.5,944.3,368.20000000000005,0,0,Sweep
18038,8/29/2022,17:35:00,Tur A.,Chelpanov S.,0,3,9,11,9,11,7,11,,,,,0,0.3885,0.6705,956.3,1457.0,-500.70000000000005,2,13,Sweep
18039,8/29/2022,17:35:00,Korobko V.,Zimcik L.,3,0,11,2,12,10,11,9,,,,,1,0.677,0.5789,1399.9,1025.7,374.20000000000005,0,1,Sweep
18041,8/29/2022,17:50:00,Culak J.,Sedin V.,2,3,13,11,11,7,7,11,9.0,11.0,9.0,11.0,0,0.5806,0.4679,1039.5,1090.0,-50.5,2,1,Comeback
18040,8/29/2022,17:50:00,Dukhovenko O.,Krajc R.,1,3,12,10,11,13,6,11,8.0,11.0,,,0,0.6971,0.5357,1384.0,1025.6,358.4000000000001,3,1,Secure
18042,8/29/2022,17:50:00,Sokolov S.,Provaznik L.,3,1,11,6,11,8,10,12,11.0,8.0,,,1,0.8305,0.4407,1737.1,986.9,750.1999999999999,17,0,Secure
18044,8/29/2022,18:00:00,Plamadeala D.,Mishchenko O.,0,3,10,12,6,11,8,11,,,,,0,0.6034,0.5455,1102.8,1263.7,-160.9000000000001,3,1,Sweep
18043,8/29/2022,18:00:00,Potapov M.,Pupik M.,3,1,12,10,16,14,9,11,11.0,7.0,,,1,0.5608,0.5,1200.2,1046.7,153.5,0,0,Secure
18045,8/29/2022,18:15:00,Hovorunets O.,Chumak V.,3,1,11,9,7,11,11,7,11.0,9.0,,,1,0.6147,0.5319,1316.6,1007.0,309.5999999999999,1,0,Secure
18046,8/29/2022,18:15:00,Verbianyi V.,Chelpanov S.,3,0,14,12,11,7,12,10,,,,,1,0.786,0.6714,1564.7,1458.3,106.40000000000009,2,14,Sweep
18047,8/29/2022,18:35:00,Chumak V.,Nikolenko S.,3,1,12,10,7,11,11,8,11.0,7.0,,,1,0.5208,0.3217,1003.5,814.1,189.39999999999998,0,0,Secure
18048,8/29/2022,18:35:00,Sheremeta V.,Kovpak E.,3,0,12,10,12,10,12,10,,,,,1,0.4173,0.2857,881.7,867.9,13.800000000000068,0,0,Sweep
18049,8/29/2022,18:45:00,Loboda M.,Masko Y.,3,2,12,10,11,4,9,11,6.0,11.0,11.0,9.0,1,0.5862,0.392,1214.0,913.3,300.70000000000005,1,0,Secure
18050,8/29/2022,18:50:00,Lyevshyn V.,Kuprykov S.,3,0,11,9,11,5,11,9,,,,,1,0.8651,0.7952,1869.2,1472.9,396.29999999999995,53,0,Sweep
18051,8/29/2022,18:55:00,Yaremenko R.,Kasianyk N.,3,1,8,11,11,8,12,10,11.0,7.0,,,1,0.6333,0.303,1363.3,863.8,499.5,0,0,Secure
18052,8/29/2022,19:00:00,Lushchyk A.,Ziakun V.,3,2,5,11,11,7,5,11,11.0,8.0,11.0,6.0,1,0.8084,0.4778,1518.2,1057.5,460.70000000000005,1,2,Secure
18053,8/29/2022,19:10:00,Dukhovenko O.,Mrykh M.,3,1,11,8,7,11,12,10,11.0,8.0,,,1,0.6945,0.4884,1362.7,1034.4,328.29999999999995,0,0,Secure
18054,8/29/2022,19:10:00,Sokoltsov Y.,Potapov M.,0,3,3,11,8,11,9,11,,,,,0,0.5505,0.5638,1114.5,1207.2,-92.70000000000005,0,1,Sweep
18056,8/29/2022,19:20:00,Verbianyi V.,Hovorunets O.,2,3,12,10,4,11,11,8,8.0,11.0,6.0,11.0,0,0.7868,0.6158,1573.2,1320.1,253.10000000000014,3,2,Secure
18055,8/29/2022,19:20:00,Lyevshyn V.,Plamadeala D.,3,0,13,11,11,8,11,5,,,,,1,0.8654,0.5932,1871.4,1096.0,775.4000000000001,54,0,Sweep
18058,8/29/2022,19:25:00,Babenko P.,Korobko V.,1,3,11,13,11,7,9,11,7.0,11.0,,,0,0.6306,0.6781,1319.1,1402.4,-83.30000000000018,0,1,Secure
18057,8/29/2022,19:25:00,Dubrovin V.,Kolesnykov V.,3,1,3,11,11,9,11,8,11.0,9.0,,,1,0.5758,0.2857,1179.3,882.9,296.4,4,0,Secure
18059,8/29/2022,19:35:00,Skrypnyk O.,Stracar P.,3,0,12,10,11,8,11,8,,,,,1,0.498,0.3333,1173.6,932.8,240.79999999999995,0,0,Sweep
18060,8/29/2022,19:40:00,Valuch Jr. R.,Chuliukov S.,3,1,11,6,4,11,11,9,12.0,10.0,,,1,0.5085,0.4231,1031.9,964.5,67.40000000000009,0,0,Secure
18061,8/29/2022,19:45:00,Titov A.,Chornobab V.,3,1,11,4,11,8,9,11,12.0,10.0,,,1,0.618,0.194,1160.9,783.7,377.20000000000005,0,0,Secure
18062,8/29/2022,19:45:00,Chelpanov S.,Lushchyk A.,2,3,11,8,7,11,11,9,12.0,14.0,7.0,11.0,0,0.6695,0.8091,1449.9,1519.8,-69.89999999999986,0,2,Secure
18063,8/29/2022,19:50:00,Rak S.,Bahrii O.,3,0,11,8,11,6,11,6,,,,,1,0.814,0.4773,1739.9,1013.5,726.4000000000001,23,0,Sweep
18064,8/29/2022,19:50:00,Kolesnykov V.,Potapov M.,0,3,12,14,9,11,7,11,,,,,0,0.28,0.5667,879.3,1216.1,-336.79999999999995,0,2,Sweep
18065,8/29/2022,19:50:00,Chernyshov D.,Provaznik L.,3,2,7,11,11,8,10,12,11.0,9.0,11.0,9.0,1,0.4795,0.437,941.7,986.5,-44.799999999999955,0,0,Secure
18066,8/29/2022,19:55:00,Hovorunets O.,Bindas O.,0,3,7,11,5,11,7,11,,,,,0,0.6169,0.8078,1339.6,1706.0,-366.4000000000001,3,29,Sweep
18067,8/29/2022,19:55:00,Hryshchenko O.,Nikolenko S.,3,0,11,6,11,8,11,4,,,,,1,0.6243,0.3194,1315.1,808.0,507.0999999999999,1,0,Sweep
18068,8/29/2022,19:55:00,Lyevshyn V.,Kovshun Y.,3,0,11,4,11,8,11,5,,,,,1,0.8657,0.4262,1871.7,963.2,908.5,55,0,Sweep
18070,8/29/2022,20:00:00,Krajc R.,Kurylenko O.,3,0,11,5,11,7,11,9,,,,,1,0.5517,0.2816,1046.9,823.8,223.10000000000014,2,0,Sweep
18069,8/29/2022,20:00:00,Buberenko A.,Hainiuk V.,3,0,11,9,12,10,11,5,,,,,1,0.34,0.379,928.6,926.8,1.8000000000000682,1,0,Sweep
18071,8/29/2022,20:00:00,Timpu S.,Prus S.,3,0,11,7,11,8,11,8,,,,,1,0.5882,0.3673,1041.2,939.0,102.20000000000005,2,0,Sweep
18073,8/29/2022,20:10:00,Zhurba A.,Mishchenko O.,3,0,12,10,11,9,11,8,,,,,1,0.89,0.5474,1694.4,1270.5,423.9000000000001,1,2,Sweep
18072,8/29/2022,20:10:00,Sokolov S.,Rejent S.,3,0,11,9,11,7,11,6,,,,,1,0.8309,0.3019,1737.4,885.7,851.7,18,1,Sweep
18074,8/29/2022,20:30:00,Skrypnyk O.,Rak S.,0,3,9,11,8,11,10,12,,,,,0,0.5,0.8145,1178.4,1740.2,-561.8,1,24,Sweep
18075,8/29/2022,20:30:00,Ni I.,Korobko V.,1,3,11,9,9,11,8,11,7.0,11.0,,,0,0.619,0.6792,1074.2,1411.6,-337.39999999999986,0,2,Secure
18076,8/29/2022,20:30:00,Hovorunets O.,Buberenko A.,3,1,11,9,8,11,11,5,11.0,7.0,,,1,0.6152,0.3529,1337.0,940.5,396.5,0,2,Secure
18077,8/29/2022,20:35:00,Sokoltsov Y.,Sokolov S.,0,3,6,11,6,11,6,11,,,,,0,0.5455,0.8313,1105.6,1737.6,-632.0,0,19,Sweep
18078,8/29/2022,20:40:00,Horchakov V.,Kondratenko V.,3,2,10,12,12,10,11,8,7.0,11.0,11.0,7.0,1,0.5366,0.4182,1017.2,996.3,20.90000000000009,2,2,Secure
18079,8/29/2022,20:50:00,Mrykh M.,Potapov M.,2,3,7,11,11,4,12,14,11.0,8.0,7.0,11.0,0,0.4828,0.5695,1031.3,1219.1,-187.79999999999995,0,3,Neck & Neck
18080,8/29/2022,20:50:00,Stepanchuk Y.,Cermak J.,2,3,10,12,11,7,11,9,8.0,11.0,6.0,11.0,0,0.358,0.3704,903.1,990.5,-87.39999999999998,0,0,Recovery
18081,8/29/2022,20:50:00,Tur A.,Burdelnyi S.,0,3,9,11,11,13,11,13,,,,,0,0.3857,0.3099,955.1,929.7,25.399999999999977,0,0,Sweep
18082,8/29/2022,20:55:00,Burenok D.,Konkulovskyi R.,0,3,7,11,13,15,9,11,,,,,0,0.4103,0.5705,974.4,1154.5,-180.10000000000002,0,0,Sweep
18083,8/29/2022,21:00:00,Plamadeala D.,Kuprykov S.,2,3,11,7,11,5,7,11,9.0,11.0,5.0,11.0,0,0.5833,0.7925,1095.8,1470.7,-374.9000000000001,0,0,Comeback
18084,8/29/2022,21:00:00,Dukhovenko O.,Doubek K.,1,3,11,8,9,11,9,11,7.0,11.0,,,0,0.6957,0.5938,1365.8,1083.2,282.5999999999999,1,0,Secure
18085,8/29/2022,21:20:00,Sedin V.,Konkulovskyi R.,1,3,10,12,13,11,9,11,10.0,12.0,,,0,0.4703,0.5732,1100.2,1160.8,-60.59999999999991,2,1,Secure
18086,8/29/2022,21:20:00,Kuprykov S.,Potapov M.,3,0,11,7,11,8,11,7,,,,,1,0.7932,0.5724,1473.2,1225.2,248.0,1,4,Sweep
18087,8/29/2022,21:20:00,Miroshnychenko S.,Verbianyi V.,0,3,15,17,7,11,6,11,,,,,0,0.4727,0.7839,1032.0,1553.7,-521.7,1,0,Sweep
18088,8/29/2022,21:20:00,Chornobab V.,Bindas O.,0,3,9,11,7,11,5,11,,,,,0,0.1912,0.8083,781.3,1708.6,-927.3,0,30,Sweep
18089,8/29/2022,21:30:00,Provaznik L.,Stanciu D.,2,3,11,13,9,11,14,12,11.0,7.0,13.0,15.0,0,0.4333,0.4737,973.0,995.4,-22.399999999999977,0,1,Secure
18090,8/29/2022,21:30:00,Babenko P.,Valuch Jr. R.,3,0,11,7,11,8,11,8,,,,,1,0.6283,0.5167,1310.0,1041.6,268.4000000000001,0,1,Sweep
18091,8/29/2022,21:35:00,Zhurba A.,Horak D.,3,0,13,11,11,8,11,8,,,,,1,0.8904,0.5814,1696.3,1139.9,556.3999999999999,2,0,Sweep
18092,8/29/2022,21:40:00,Sokolov S.,Hlaholev M.,3,0,11,7,11,8,11,5,,,,,1,0.8317,0.4286,1738.2,1035.2,703.0,20,0,Sweep
18093,8/29/2022,21:40:00,Torba R.,Prus S.,3,0,11,4,11,6,11,5,,,,,1,0.8276,0.36,1675.3,930.5,744.8,7,0,Sweep
18094,8/29/2022,21:40:00,Dubrovin V.,Loboda M.,1,3,11,9,9,11,16,18,14.0,16.0,,,0,0.5789,0.589,1183.0,1217.6,-34.59999999999991,5,2,Secure
18095,8/29/2022,21:45:00,Potapov M.,Kuprykov S.,0,3,11,13,6,11,6,11,,,,,0,0.5686,0.7939,1220.6,1477.9,-257.3000000000002,0,2,Sweep
18096,8/30/2022,8:00:00,Hot S.,Valchuk I.,3,1,9,11,11,8,12,10,11.0,9.0,,,1,0.5657,0.2222,1179.0,865.6,313.4,2,0,Secure
18097,8/30/2022,8:00:00,Rak S.,Balakiriev M.,3,0,11,6,11,8,11,9,,,,,1,0.8149,0.3714,1741.1,828.6,912.4999999999999,25,0,Sweep
18098,8/30/2022,8:10:00,Klymenko K.,Fedoryshyn I.,0,3,8,11,10,12,8,11,,,,,0,0.4179,0.801,957.3,1542.6,-585.3,0,2,Sweep
18099,8/30/2022,8:10:00,Stracar P.,Onykyienko V.,2,3,11,7,9,11,11,7,10.0,12.0,6.0,11.0,0,0.3226,0.2927,928.0,854.2,73.79999999999995,0,0,Secure
18100,8/30/2022,8:15:00,Malecek O.,Sedin V.,3,1,11,5,11,7,7,11,11.0,8.0,,,1,0.7135,0.4682,1369.6,1090.3,279.29999999999995,2,0,Secure
18101,8/30/2022,8:15:00,Melnik V.,Hainiuk V.,3,0,12,10,11,5,13,11,,,,,1,0.8424,0.376,1721.5,914.9,806.6,6,0,Sweep
18102,8/30/2022,8:20:00,Dukhovenko O.,Torba R.,1,3,11,13,11,8,7,11,5.0,11.0,,,0,0.6931,0.828,1345.8,1675.6,-329.79999999999995,0,8,Secure
18103,8/30/2022,8:20:00,Lyevshyn V.,Rak S.,3,0,11,6,11,8,11,9,,,,,1,0.866,0.8153,1871.8,1741.3,130.5,56,26,Sweep
18106,8/30/2022,8:30:00,Hot S.,Volynets O.,1,3,8,11,12,14,11,8,10.0,12.0,,,0,0.57,0.4483,1182.4,1006.4,176.0000000000001,3,1,Secure
18105,8/30/2022,8:30:00,Danyliuk N.,Bindas O.,3,1,9,11,13,11,12,10,11.0,6.0,,,1,0.7728,0.8088,1673.6,1708.7,-35.100000000000136,20,31,Secure
18104,8/30/2022,8:30:00,Sokolov S.,Brozek M.,3,0,11,6,12,10,11,8,,,,,1,0.8321,0.7525,1738.6,1501.7,236.89999999999986,21,6,Sweep
18107,8/30/2022,8:40:00,Babenko P.,Stanciu D.,3,1,7,11,15,13,11,9,11.0,7.0,,,1,0.6296,0.4872,1314.2,1006.6,307.6,1,2,Secure
18108,8/30/2022,8:40:00,Skrypnyk O.,Tveritinov R.,3,0,11,9,11,8,11,9,,,,,1,0.498,0.6,1177.5,1234.1,-56.59999999999991,0,0,Sweep
18109,8/30/2022,8:40:00,Zhurba A.,Torba R.,3,1,9,11,12,10,11,8,14.0,12.0,,,1,0.8908,0.8284,1697.2,1678.7,18.5,3,9,Secure
18110,8/30/2022,8:45:00,Verbianyi V.,Konkulovskyi R.,3,0,11,5,11,9,11,9,,,,,1,0.7847,0.5759,1554.8,1170.7,384.0999999999999,1,2,Sweep
18111,8/30/2022,8:50:00,Mykhailovsky K.,Horak D.,3,0,11,8,12,10,11,8,,,,,1,0.6646,0.5747,1355.8,1138.9,216.89999999999986,2,0,Sweep
18112,8/30/2022,8:50:00,Baday M.,Hovorunets S.,3,0,11,4,11,9,11,6,,,,,1,0.9188,0.7165,1774.1,1338.7,435.39999999999986,21,7,Sweep
18113,8/30/2022,8:50:00,Lukes T.,Sokoltsov Y.,3,1,11,8,5,11,11,9,11.0,8.0,,,1,0.4653,0.5405,1094.0,1105.0,-11.0,0,0,Secure
18114,8/30/2022,8:55:00,Slozka V.,Dubrovin V.,3,0,11,4,11,8,11,6,,,,,1,0.8333,0.5746,1699.5,1172.2,527.3,12,0,Sweep
18115,8/30/2022,8:55:00,Valchuk I.,Ivanco F.,2,3,14,12,5,11,13,11,6.0,11.0,7.0,11.0,0,0.2174,0.3939,862.2,998.0,-135.79999999999995,0,0,Secure
18116,8/30/2022,8:55:00,Danyliuk N.,Homylko A.,3,0,11,5,11,7,11,5,,,,,1,0.7733,0.3443,1686.8,850.7,836.0999999999999,21,1,Sweep
18117,8/30/2022,9:00:00,Torba R.,Hainiuk V.,3,0,11,7,11,5,16,14,,,,,1,0.8264,0.373,1667.4,914.6,752.8000000000001,0,0,Sweep
18120,8/30/2022,9:05:00,Babenko P.,Herink J.,3,0,11,8,11,9,14,12,,,,,1,0.631,0.5714,1317.7,1056.9,260.79999999999995,2,0,Sweep
18119,8/30/2022,9:05:00,Sotnikov E.,Mutu V.,3,1,12,10,11,7,8,11,11.0,9.0,,,1,0.4118,0.3043,1025.1,900.3,124.79999999999995,1,0,Secure
18118,8/30/2022,9:05:00,Zaporozhets R.,Konkulovskyi R.,3,2,11,5,7,11,9,11,13.0,11.0,12.0,10.0,1,0.4615,0.5723,1139.5,1168.3,-28.799999999999955,3,0,Recovery
18121,8/30/2022,9:15:00,Brozek M.,Martinka S.,3,2,11,7,6,11,11,7,7.0,11.0,11.0,5.0,1,0.7487,0.4658,1496.8,1047.3,449.5,0,1,Neck & Neck
18122,8/30/2022,9:15:00,Brandtl A.,Kistechko M.,1,3,9,11,11,9,6,11,9.0,11.0,,,0,0.3415,0.3403,931.1,843.2,87.89999999999998,0,0,Secure
18123,8/30/2022,9:15:00,Zhurba A.,Potapov M.,3,2,11,5,9,11,7,11,11.0,6.0,11.0,7.0,1,0.8912,0.5649,1708.6,1216.1,492.5,4,0,Recovery
18124,8/30/2022,9:20:00,Slozka V.,Danyliuk N.,2,3,9,11,11,7,7,11,12.0,10.0,7.0,11.0,0,0.8338,0.7738,1700.6,1687.0,13.599999999999909,13,22,Neck & Neck
18125,8/30/2022,9:20:00,Kyilo V.,Hryshchenko O.,1,3,9,11,11,8,8,11,10.0,12.0,,,0,0.4114,0.6254,1010.2,1316.3,-306.0999999999999,1,2,Secure
18126,8/30/2022,9:35:00,Fedoryshyn I.,Chulanov O.,3,0,11,8,11,6,11,9,,,,,1,0.8015,0.1628,1543.4,831.7,711.7,3,0,Sweep
18127,8/30/2022,9:50:00,Skrypnyk O.,Baday M.,0,3,7,11,7,11,6,11,,,,,0,0.5,0.919,1191.4,1775.9,-584.5,1,22,Sweep
18128,8/30/2022,9:50:00,Melnik V.,Sokoltsov Y.,3,0,14,12,11,9,11,5,,,,,1,0.8429,0.5357,1721.7,1092.6,629.1000000000001,7,0,Sweep
18129,8/30/2022,10:00:00,Mykhailovsky K.,Hot S.,3,1,11,8,7,11,11,9,11.0,8.0,,,1,0.6667,0.5644,1361.2,1164.8,196.4000000000001,3,0,Secure
18130,8/30/2022,10:05:00,Konkulovskyi R.,Leonov V.,3,1,11,9,11,9,5,11,11.0,9.0,,,1,0.5687,0.5,1155.4,1004.1,151.30000000000007,0,0,Secure
18131,8/30/2022,10:05:00,Sokolov S.,Rak S.,2,3,11,8,11,8,10,12,7.0,11.0,8.0,11.0,0,0.8325,0.8134,1743.5,1733.6,9.900000000000091,22,0,Comeback
18132,8/30/2022,10:10:00,Babenko P.,Karchevsky T.,3,0,14,12,12,10,11,7,,,,,1,0.6324,0.6667,1322.0,1077.2,244.79999999999995,3,0,Sweep
18133,8/30/2022,10:10:00,Skripnik S.,Hrymovskyi O.,1,3,8,11,8,11,11,5,8.0,11.0,,,0,0.4286,0.3636,995.3,878.9,116.39999999999998,0,0,Secure
18134,8/30/2022,10:10:00,Kim D.,Fedoryshyn I.,1,3,4,11,11,6,7,11,8.0,11.0,,,0,0.4307,0.8021,1067.4,1543.8,-476.39999999999986,2,4,Secure
18135,8/30/2022,10:30:00,Mutu V.,Volynets O.,3,2,8,11,11,9,4,11,11.0,8.0,11.0,8.0,1,0.3,0.4576,892.5,1024.0,-131.5,0,2,Secure
18136,8/30/2022,10:35:00,Chulanov O.,Danyliuk N.,0,3,8,11,5,11,9,11,,,,,0,0.1591,0.7743,831.3,1699.5,-868.2,0,23,Sweep
18137,8/30/2022,10:35:00,Slozka V.,Hryshchenko O.,3,2,7,11,8,11,12,10,11.0,7.0,11.0,8.0,1,0.8315,0.6264,1688.2,1319.8,368.4000000000001,0,3,Comeback
18138,8/30/2022,10:45:00,Skrypnyk O.,Pakhomovskyi V.,3,2,11,9,11,6,12,14,8.0,11.0,11.0,8.0,1,0.498,0.4,1190.6,991.2,199.39999999999986,0,1,Secure
18139,8/30/2022,10:50:00,Yaremenko R.,Melnik V.,0,3,4,11,9,11,9,11,,,,,0,0.6349,0.8433,1364.5,1722.4,-357.9000000000001,1,8,Sweep
18140,8/30/2022,10:50:00,Zaporozhets R.,Torba R.,0,3,7,11,8,11,6,11,,,,,0,0.4653,0.8268,1152.5,1667.7,-515.2,4,1,Sweep
18141,8/30/2022,10:50:00,Arzanov D.,Bindas O.,0,3,7,11,7,11,9,11,,,,,0,0.4895,0.8067,1035.0,1695.5,-660.5,0,0,Sweep
18142,8/30/2022,11:10:00,Hot S.,Bindas O.,0,3,8,11,10,12,7,11,,,,,0,0.5588,0.8072,1158.9,1696.1,-537.1999999999998,0,1,Sweep
18143,8/30/2022,11:10:00,Klymenko K.,Lyevshyn V.,0,3,8,11,9,11,9,11,,,,,0,0.4118,0.8662,956.5,1879.5,-923.0,0,57,Sweep
18144,8/30/2022,11:15:00,Onykyienko V.,Skrypnyk O.,0,3,9,11,12,14,8,11,,,,,0,0.2984,0.5,868.7,1196.4,-327.70000000000005,1,1,Sweep
18145,8/30/2022,11:15:00,Baday M.,Zhurba A.,1,3,13,11,11,13,10,12,8.0,11.0,,,0,0.9192,0.8915,1776.7,1709.9,66.79999999999995,23,5,Secure
18146,8/30/2022,11:25:00,Torba R.,Hrymovskyi O.,3,0,11,7,11,8,14,12,,,,,1,0.8273,0.3684,1668.8,894.8,774.0,2,1,Sweep
18147,8/30/2022,11:25:00,Kim D.,Mykhailovsky K.,0,3,7,11,6,11,9,11,,,,,0,0.4275,0.6687,1066.0,1367.1,-301.0999999999999,0,4,Sweep
18148,8/30/2022,11:25:00,Sotnikov E.,Kistechko M.,3,2,7,11,11,6,10,12,12.0,10.0,12.0,10.0,1,0.4231,0.3448,1033.0,858.1,174.89999999999998,2,1,Secure
18149,8/30/2022,11:30:00,Fedoryshyn I.,Titov A.,3,0,11,8,11,9,12,10,,,,,1,0.8026,0.6222,1545.2,1163.4,381.79999999999995,5,1,Sweep
18150,8/30/2022,11:40:00,Vons V.,Lyevshyn V.,0,3,4,11,12,14,8,11,,,,,0,0.6889,0.8665,1124.3,1879.6,-755.3,2,58,Sweep
18151,8/30/2022,11:40:00,Blazek J.,Maliuk S.,2,3,12,10,8,11,8,11,11.0,9.0,7.0,11.0,0,0.3846,0.4318,958.2,967.2,-9.0,0,0,Secure
18152,8/30/2022,11:45:00,Torba R.,Sokolov S.,2,3,15,13,12,10,9,11,9.0,11.0,9.0,11.0,0,0.8277,0.8305,1669.1,1731.1,-62.0,3,0,Comeback
18153,8/30/2022,11:50:00,Melnik V.,Onykyienko V.,3,0,11,8,11,8,11,8,,,,,1,0.8438,0.296,1725.1,865.5,859.5999999999999,9,0,Sweep
18154,8/30/2022,11:55:00,Verbianyi V.,Scherbak A.,3,0,11,6,11,8,11,9,,,,,1,0.7855,0.1538,1557.2,859.9,697.3000000000001,2,0,Sweep
